id,title,complaint_text,user_id,timestamp,view,url,complaint_answer_container,comments_count,comments,complaint_text_preview,supported
28834737,,,Yasemin,20 Mayıs 2024 23:01,,,,0,[],,0
28832134,,,Murat,20 Mayıs 2024 18:25,,,,0,[],,0
28817970,,,Alpaslan,18 Mayıs 2024 23:07,,,,0,[],,0
28804005,Setur Vize İşlemlerini Başlatmadığı İçin Yurt Dışı Seyahatim İptal!,"Setur firmasından 26. Mart tarihinde - Ağustos ayı için Paris/Disneyland turu aldık. Vize işlemleri için danışman E*** Hanım WhatsApp'tan pasaport fotoğraflarını istedi. Randevu alındığında sizi arayacak vize birimimiz dedi. O gün bugün ses çıkmadı. Sabah arkadaşım arayıp Fransa vizemiz çıktı dediğinde Setur 'u arayıp bilgi almak istedim O*** Kaan Bey vize için bir işlem başlatılmadığını kendilerine pasaport fotoğraflarının iletilmediğini söyledi. Eğer istersem vize için gereken evrakları doldurmam gerektiğini, sıra bekleriz son 1 ay kala iade yapabiliriz diye çözüm sunmaya çalıştı. E*** Hanıma ulaşmaya çalıştım telefonlarımı açmadı. Onun telefonundan P**** Hanım. Dönüş yaptı yardımcı olmaya çalıştı. Fakat bir gerçek var: Geç kalınmış oldu ve ben kara kara çocuklarıma bunu nasıl söyleyeceğimi düşünüyorum. Setur güvenimizi boşa çıkardı. Keşke farklı bir tur şirketi seçseydim. Fiyatlarınız yüksek olmasına rağmen tercihimiz sizdiniz ama sonuç hüsran. Lütfen işe alımlarınızda çalışanlarınızı işin ehli, sorumluluk sahibi kişilerden seçin.",Duygu,17 Mayıs 2024 13:21,1.886,https://www.sikayetvar.com/setur-turizm/setur-vize-islemlerini-baslatmadigi-icin-yurt-disi-seyahatim-iptal,"Değerli Misafirimiz;

Şikayetiniz tarafımıza ulaşmıştır. Şikayetiniz, yetkililer tarafından incelenip tarafınıza en kısa sürede geri dönüş sağlanacaktır.

Saygılarımızla",0,[],,1
28796689,Setur 'la Seyahat Hayal Kırıklığı Oldu,"Eşimle birlikte Setur'dan 'Büyük Balkan Rotası' (27.04.2024 - 04.05.2024 tarihleri arasında) turu satın aldık. Yaklaşık 60 ülke gezmiş biri olarak yorum yapıyorum; bu deneyim beklentilerimizin çok altındaydı.
1) Bu tur; Setur, Pronto Tour, Tatil Sepeti turlarının birleşimi olarak gerçekleştirildi, üç turun müşterileri olarak aynı otobüs ve aynı otellerde kaldık. Tüm organizasyona tek bir rehber bakıyordu. Ancak biz Setur müşterileri olarak kişi başı 27.658 TL ödememize rağmen, diğer tur müşterileri 20.500-22.600 TL arasında ödeme yapmışlar. Setur, bize aynı hizmeti daha yüksek bir fiyatla sunmuş oldu.2) Bize verilen gezi programında otellerin 4 yıldızlı olduğu belirtilmesine rağmen, odasında telefon, buzdolabı olmayan ve 10 saat boyunca sıcak-soğuk suyu kesik işletmelerde konakladık. Otellerin bir kısmı şehir dışında, ulaşımı zor konumlardaydı.3) Rehberimiz sürekli olarak ekstra turlara katılmamız için baskı yapmaya çalıştı. Bu duruma tur müşterilerinin çoğunluğu olarak karşı çıktık.4) Şehir turlarında sadece birkaç cami ve heykelin önünde durup, 30-45 dakika arası bilgi verdikten sonra bizi serbest bıraktılar. Yani şehir içi turlardan yeterince faydalanamadık.5) Bizim tur dışında karşılaştığımız Türklerle sohbet ettiğimizde, onların farklı yerlere götürüldüklerini ve ekstra tur ücreti ödemediklerini öğrendik.6) Yolculuğumuzun büyük bir kısmı, koltuk aralıkları dar ve konforsuz bir otobüste geçti.
Eşimle birlikte bundan sonra ücretsiz dahi olsa Setur markası altında düzenlenen hiçbir tura katılmama kararı aldık. Bu şikayeti oluşturarak, bir tura katılmayı düşünenleri, bizim yaşadığımız olumsuz deneyimlere maruz kalmamaları konusunda uyarmak istiyoruz.",Mehmet,16 Mayıs 2024 17:28,1.049,https://www.sikayetvar.com/setur-turizm/setur-la-seyahat-hayal-kirikligi-oldu,,0,[],,0
28784125,,,Gizem,15 Mayıs 2024 15:10,,,,0,[],,0
28773642,,,Bora,14 Mayıs 2024 16:02,,,,0,[],,1
28771284,,,Sevgi,14 Mayıs 2024 13:10,,,,0,[],,0
28761866,,,Yunus,13 Mayıs 2024 16:21,,,,0,[],,3
28761810,,,Mehmet,13 Mayıs 2024 15:57,,,,0,[],,1
28742349,,,Güven,11 Mayıs 2024 13:49,,,,0,[],,1
28739105,,,Şule,11 Mayıs 2024 00:39,,,,0,[],,1
28733532,,,Sibel,10 Mayıs 2024 15:10,,,,0,[],,0
28724122,,,Aysu,09 Mayıs 2024 16:26,,,,0,[],,0
28721624,Setur Turizm Binrota Turu Rehber Yetersizliği,"Rehber Memnuniyetsizliği25-28 Nisan tarihlerinde Brüksel-Köln-Amsterdam rotasındaki tura Setur aracılığıyla katıldık. Son gün planında bir değişiklik yapıldı. Amsterdam ziyareti üçüncü gün yerine birinci güne alındı. Havaalanından sonra üç saat süren yolculuğumuzda aç ve yorgun bir şekilde Amsterdam merkezine getirildik ve serbest zaman verildi. Saat 15.00 civarıydı. Şehirde hiçbir şey yapamadık, sadece yemek yedik. Şükürler olsun ki, geçen sene başka bir tur şirketiyle gittiğimiz Amsterdam turunda şehirdeki müzeleri ve özel konuk evlerini gezme fırsatımız olmuştu. Hiçbir tarihi bilgi verilmediği gibi, ilk günümüz anlamsız geçti. Diğer günlerde de rehberin anlatımları çok yetersizdi. Her gittiğimiz şehirde rehber bizi merkeze götürüyor, serbest zaman veriyor ancak hiçbir bilgi paylaşılmıyordu.",Songül,09 Mayıs 2024 13:22,889,https://www.sikayetvar.com/setur-turizm/setur-turizm-binrota-turu-rehber-yetersizligi,"Değerli Misafirimiz;

Şikayetiniz tarafımıza ulaşmıştır. Şikayetiniz, yetkililer tarafından incelenip tarafınıza en kısa sürede geri dönüş sağlanacaktır.

Saygılarımızla",0,[],,0
28718885,,,Ayşe,09 Mayıs 2024 08:02,,,,0,[],,3
28704150,Setur Turizm Hayal Kırıklığı Yaratan İtalya Turu Deneyimi,"03 Haziran 2024 tarihinde ETS Tur'dan satın aldığımız İtalya turu için 2 Mart'ta Setur Emaar şubesine gittik ve tur detaylarını öğrendik. Satın almaya karar verdik ve Mayıs ayı için talepte bulunduk. 'Vizeniz yetişmez' dediler, ancak Haziran ayı için yetişir dediler. Turu satın aldık. Vize başvurusu için detayları sorduğumuzda, 'Vize işleri departmanından sizi arayacaklar, randevu bilgisi verilecek' dediler. Ancak kimse aramadı. Geçen hafta aradığımızda ise bize geç kaldığımızı, vize için kendimizin başvurması gerektiğini ve geç kaldığımızı söylediler. Şok olduk ve şimdi kendi hatalarını kabul edip bize yardımcı olmaları gerekirken, bir de bize ücretimizin yarısını iade edebileceklerini, diğer yarısının yanacağını söylediler. Hayatımızda böyle bir durumla karşılaşmadık. Dünyayı gezdik ve şu an davamızı açıyoruz. Aynı zamanda Tursab ve Turizm Bakanlığı'na şikayet edeceğiz. Bu firmadan uzak durmanın faydalı olacağını düşünüyoruz.",Eda,07 Mayıs 2024 21:00,1.049,https://www.sikayetvar.com/setur-turizm/setur-turizm-hayal-kirikligi-yaratan-italya-turu-deneyimi,,0,[],,0
28697292,Hizmet Kalitesinde Düşüş: Setur İzmir'de Beklentiler Karşılanmadı,"Setur İzmir Karşıyaka Girne şubesi, büyük bir turizm şirketi olan Setur'un hizmetlerine hiç yakışmayan bir deneyim sundu. Bu kişilerin çalıştırılmasına hayretler içerisindeyim. İnsanlar tatillerini planlamak için geliyor, fakat onlara gereken özeni göstermiyorsunuz. Güler yüz görmek ve ilgi beklemek hakkımız. Ancak, ağzından zorla laf alıyoruz. Bir hizmet almaya geldiğimizde, yorgun ve ilgisiz bir tutumla karşılaşmak moral bozucu. Ters bir tavırla verilen cevaplar, bu yorumu yazmama sebep oldu. Çalışanların ilgisizliği ve olumsuz tavırları, müşteri ilişkilerinde önemli bir eksiklik. Müşteri içeri girdiği anda karşılaştığı bu olumsuzluk, Setur gibi köklü bir şirkete yakışmadı.",Gölgem,07 Mayıs 2024 11:59,792,https://www.sikayetvar.com/setur-turizm/hizmet-kalitesinde-dusus-setur-izmirde-beklentiler-karsilanmadi,,0,[],,0
28696711,,,Hamiyet,07 Mayıs 2024 11:22,,,,0,[],,0
28679286,,,Mesut,05 Mayıs 2024 17:00,,,,0,[],,0
28676179,,,Fatma,05 Mayıs 2024 08:30,,,,0,[],,0
28631236,,,Ozlem,30 Nisan 2024 18:54,,,,0,[],,0
28631123,,,Ersen,30 Nisan 2024 18:47,,,,0,[],,0
28619190,,,Hasan,29 Nisan 2024 18:04,,,,0,[],,0
28618431,,,Yusuf,29 Nisan 2024 17:12,,,,0,[],,0
28614981,Setur Emaar AVM Ücretimi İade Etmiyor,07/04/2024 tarihinde iptal edilen yurt dışı tur ücretimin parasını halen iade etmediler. Setur Emaar AVM ücretimi nakit ödememe rağmen 10 iş günü içerinde iade edecekleri söylenen ücretim hala iade edilmedi. Hediye edilen puanı iptal günü hemen geri almalarına karşın konu müşterinin parası olduğunda aynı hassasiyeti göstermeyen müşteri memnuniyetini önemsemeyen bir firma.,Tuğçe,29 Nisan 2024 12:57,460,https://www.sikayetvar.com/setur-turizm/setur-emaar-avm-ucretimi-iade-etmiyor,,0,[],,0
28592585,,,Neslihan,26 Nisan 2024 18:34,,,,0,[],,0
28591040,,,Ali,26 Nisan 2024 16:24,,,,0,[],,0
28588728,Setur Bali Turu Pişmanlığı...,"Setur Bali Turu pişmanlığı-Ocak 2024 sonu almış olduğumuz Haziran 2024 Bali turumuzun iptal olduğuna dair arandık. Toplamda 8 kişiyiz ve 3 ayrı oda satın aldık.Batik Air ın uçuş iptallerinden kaynaklı olduğu bildirildi. Alternatif farklı hava yollarına bizi yönlendirme yapabilirlerdi falan yapmadılar sadece turun iptal olduğundan bahsedildi.Biz 3 ay önce ödemiş olduğumuz ücretin mağduru olduk paramız eridi ve güncel şartlarda tur almaya kalktığımızda 2 katı fiyat çıkıyor, tur da bize yardımcı olmuyor. Güncel fiyatlardan tur verebiliriz diyorlar.Biz kendimiz uçak bileti alıp ta gidebilirdik fakat tur üzerinden daha garanti olsun diye nitekim bu turu tercih etti, k.Setur Genel müdürlükten bu şekilde cevap veriyorlar diye acente bize geri döndü. Setur genel müdürlük olarak bize yardımcı olmanızı rica ediyoruz.",Nur,26 Nisan 2024 13:17,725,https://www.sikayetvar.com/setur-turizm/setur-bali-turu-pismanligi,,0,[],,0
28569878,Taş Devri Şirketi Setur,Setur firmasına orta Avrupa turları için başvurdum önce belli bir miktar parayı internet ortamından yatırdım belli bir miktarını ise 3 Mart 2024 tarihinde internetten yatırmak istedim yatıramadım. Müşteri hizmetlerini aradım onlar herhangi bir acente aracılığı ile yatıra bileceğimi internetten yatmayacağını söyledi. Bende acenteye gittim onlarda buradan yatıramazsın dedi tekrar müşteri hizmetlerini aradım acenteden yatırılmadığını neden söylemediniz dediğimde bana arkadaş yeni girdi o bilmeyebilir dendi. Sonuç olarak bana link göndererek parayı yatırabileceğim söylendi bende gönderilen link aracılığı ile paramı yatırdım ve yatan miktarın hesabımdan düştüğünüde ekrandan gördüm. Kalan tutarı da nisan ayında yatırmak isteğimde 3 Mart 2024 tarihinde yatırılan tutarın hesapta görünmediğini söylediler. Birtakım bilgileri istediler gönderdim. Yaklaşık 3 haftadır para hesaba geçmedi kime telefon etsek mail gönderdik acil yazdık muhasebeden haber bekliyoruz tarzında cevaplar aldık. Kurumsal kimlik taşıdığını iddia eden ancak taş devri imkanlarıyla haberleşen birinin yaptığından diğerinin haberi olmayan garip bir şirket. İnanın dumanla haberleşirseniz daha çabuk sorun çözersiniz. Ayrıca 3 marttan beri kurlardaki artışın faturasını kim ödeyecek. Bütün firmalarda internet üzerinden ödeme var siz hala linkle uğraşıyorsunuz.,Kübra,24 Nisan 2024 18:11,460,https://www.sikayetvar.com/setur-turizm/tas-devri-sirketi-setur,,0,[],,1
28562994,,,Mr Baris,24 Nisan 2024 06:44,,,,0,[],,0
28560216,,,Oğuz,23 Nisan 2024 20:11,,,,0,[],,0
28552239,Setur - Golden Bay İş Birliği Porto Tekne Turu Otobüs Turu Oldu,"Setur firmasına ödeme yaptığım turla ilgili şikayetlerim var, ödediğim paranın iadesini talep ediyorum. 4 -11 Nisan arası porto kıyılarında tekne turu olarak sunulan t160124053302 numaralı turun ilk gün hariç hepsi otobüs ile yapılmıştır. Suların yükselmesi nedeniyle turun bu şekilde yapılması gerektiği turun 2. Gününde bildirilmiştir.82 yaşında 2 bacağı protezli birisi olarak 2 ila 10 saatlik otobüs turlarından birçoğuna katılamadım. Böyle bir ihtimalin bile olduğunu bilseydim zaten bu turu almazdım.",Güler,22 Nisan 2024 22:23,765,https://www.sikayetvar.com/setur-turizm/setur-golden-bay-is-birligi-porto-tekne-turu-otobus-turu-oldu,,0,[],,0
28551040,,,Arif,22 Nisan 2024 20:15,,,,0,[],,0
28543717,,,Seda,22 Nisan 2024 10:40,,,,0,[],,0
28540691,,,Atilla,21 Nisan 2024 21:51,,,,0,[],,1
28531718,Başvuru Karmaşası Ve İletişim Hüsranı: Setur Deneyimi,"Kariyernet üzerinden iş ilanına başvurduğum Setur acentesi tarafından başvurumdan 1 gün sonra arandım. Telefonda S**** isimli hanımefendi ile yüz yüze görüşme için randevulaştık, Kurtköy’de olacağı iletildi. İlanda Maltepe’nin bulunduğunu ve istikamet olarak oraya başvurduğumu ilettiğimde görüşmenin Kurtköy’de olacağı iletildi. Kabul edip ertesi gün için görüşme randevusu oluşturdum. Çok zor bir şekilde ulaşabildim ve yarım saat geciktim. Gittiğimde bir beyefendi ile görüştüm merhabalaştıktan sonra ulaşımın nasıl olduğu soruldu. Bende çok zor bir şekilde geldiğimi ve bu sebepten geciktiğimi söyleyerek kusura bakmayın dedim. Akabinde tam olarak nereden geldiğim ve nasıl daha kolay gelmem hakkında konu açıldı. Kurtköy için başvuru yapmadığımı ve her gün buraya ulaşım sağlayamayacağımı telefonla görüşmemizde S**** hanıma Maltepe için başvurduğumu söylediğimde bana Maltepe için bir pozisyon olmadığını Kurtköy için değerlendirdiklerini ve böyle bir durumun kendisine bildirilmediğini söylendi. O an boşuna orada olduğumu anladım konuşmamıza gerek olmadığını her gün buraya ulaşım sağlayamayacağımı söyleyerek oradan ayrıldım. Çıktıktan sonra görüşmüş olduğum hanımefendiye mesaj attım ve ardından engellendim. Firmanın kendi iletişimsizliği bir çalışanı ya da çalışan adayını ilgilendirmez, paylaştıkları ilanı bilmediklerinden ötürü 1 günüm çöp oldu. Profesyonellikten ve üsluptan uzak, oldukça hayal kırıklığı ile dolu, insanlarla dalga geçer gibi bir firma.",Şeymanur,20 Nisan 2024 18:25,1.316,https://www.sikayetvar.com/setur-turizm/basvuru-karmasasi-ve-iletisim-husrani-setur-deneyimi,,0,[],,0
28522169,,,Sema,19 Nisan 2024 18:49,,,,0,[],,0
28491231,,,Tufan,16 Nisan 2024 22:36,,,,0,[],,0
28474810,Setur A Güvenmenin Cezasını Çektik,"Maalesef Tanıdık olan moba Turizm aracılığı ile Setur Turizm den 13 Şubat 2024'te Fas Kraliyet şehirleri turu satın aldık. 26 Şubat 2024'de, Katılanların çoğunluğunun Marakeş de daha çok kalmak istediği için (ki, daha sonra Tur arkadaşlarımıza sorduğumuz da, hiç kimsenin böyle bir istekte bulunmadığını öğrendik. Meğer Bayram da Rehber bulunmadığı için böyle bir değişiklik yapmışlar.) kraliyet şehirleri adı altında tur içeriği değişti fakat bize iptal edebileceğimiz bilgisi verilmedi. Biz de o zamana kadar bayram turlarının bittiğini düşündüğümüz için bu değişikliği kabul etmek durumunda kaldık. İkinci turda Fes, mek nes ve Şah savan gibi önemli lokasyonlar plandan çıkartılmıştı. Buna rağmen fiyatta bir değişiklik yapılmadı. 2. Tur Marakeş - Kazablanka turuydu sadece.Normalde ödediğimiz fiyat 6 gecelik turlar içinmiş bizden 4 gecelik turda bu fiyatı almışlar. Bu tura katıldığımızda daha önce Fas turlarına katılmış insanlardan bu bilgiyi aldık. Tura geldiğimizde son derece düzgün karakterli ama bu lokasyon için yetersiz bir rehberle karşılaştık, bayramda rehber bulunamadığı için hemen hızlıca rehber bulmuşlardı. Marakeş'te kaldığımız sürede otel çok kötüydü. Kapılar kırıktı, odalarda kül tablası vardı ve odalar çok kötü sigara kokuyordu, odalar ve havlular temiz değildi, akşam yemekleri yetersizdi ve akşam yemeklerinde su içmek dahi ekstraya giriyordu. 2 kişilik odada inanılmaz bir biçimde sadece 1 adet kart verdiler. Gerekirse kendilerinin gelip kapıyı açacaklarını söylediler. Turumuzun 4. Günü Rabat'a gittik, tur planında kraliyet sarayını göreceğimiz yazmasına rağmen sadece bahçesini görebildik, içeriye alınmadık. Tüm tur 10 dakika sürdü. Kazablanka ya da akşam 4 buçuk gibi vardık ve gün bitmişti zaten. Bu şikayetlerimizi moba Turizm sahibi ve güya tanıdığımız. Daha önce de kendisinden birkaç defa Tur satın aldığımız Z***** hanıma bildirdiğimizde, tur alırken iyi okumamız gerektiğini, bir daha kendisinden tur almamamızı gayet kaba bir şekilde söyledi. Setur dan Tur alırken Setur ekstra turları olanları almalıymışız diğerleri başka firmaların yaptığı turlarmış.",Ahmet,15 Nisan 2024 15:36,889,https://www.sikayetvar.com/setur-turizm/setur-a-guvenmenin-cezasini-cektik,,0,[],,0
28471709,Setur İle Bayram İtalya Turu,"Bayram tatili için Setur İtalya (9.4. - 14.4.2024 Napoli-Roma-Floransa) tercihim ne yazık ki çok kötü bir tecrübe ile sonuçlandı. Setur ile yaptığım bu ilk ve son gezi sırasında karşılaştığım en büyük problem, seçilen otellerin şehir dışında olması ve özellikle Floransa için seçilen otelin vasatın altında olmasıydı. Otel, temizlik açısından en alt seviyede, koku problemi olan, cam açıldığında sivrisineklerin girdiği, klimasız ve bakımsızdı. Otel ne yazık ki son anda değiştirilmiş ve daha önceki kötü yorumlar dikkate alınmadan seçilmiş olması, Setur operasyonunun çok özensiz çalıştığının bir göstergesiydi. Rehberlik hizmeti yetersizdi; anlatımları sadece Floransa'da kulaklık ile dinleyebildik, müze ve ekstra gezi ile ilgili yeterli bilgilendirme yapılmadığı için hiçbir yeri tam olarak göremedik. Örneğin, Vatikan ekstra gezisinde sadece meydana götürülüp bir anlatım yapıldı, kilise içine girilmedi. Bilgimiz olsaydı, önceden biletlerimizi alabilir ve serbest zamanda gezebilirdik. Tur liderinin iyi niyetini ve çabasını takdir ediyorum, ancak Setur'un operasyon ve planlamasının bu tarz gezilerde yetersiz ve ilgisiz olduğunu düşünüyorum ve bir daha bu şirket ile gezmeyi düşünmüyorum.",Aynur,15 Nisan 2024 11:46,1.049,https://www.sikayetvar.com/setur-turizm/setur-ile-bayram-italya-turu,,0,[],,0
28465667,,,Damla,14 Nisan 2024 16:31,,,,0,[],,2
28465240,Setur Turizm Setur Duty Free Parfüm Sahte Çıktı.,İpsala sınır kapısındaki Setur standından One million parfüm satın aldım. Üstelik normal fiyatından daha pahalıya satın aldım. Eve geldiğimde ambalajı açtım ve kesinlikle aldığım ürün orijinal değil. Koku kalmasını geçtim sıkar sıkmaz gidiyor. Ve aldığım parfüm Elixir. Hiçbir şekilde yetkililere ulaşamıyorum da. Yazık günah değil mi 150 euro para verdim. 4000 TL'ye her yerde satılan parfüme?,Onur,14 Nisan 2024 15:28,889,https://www.sikayetvar.com/setur-turizm/setur-turizm-setur-duty-free-parfum-sahte-cikti,,0,[],,0
28459707,,,Muzaffer,13 Nisan 2024 18:41,,,,0,[],,0
28456232,"Setur Turizm Floransa'daki Otel Kabusu: Rutubet, Kir Ve Hayal Kırıklığı","9-14 Nisan 2024 tarihleri arasında yapılan İtalya turunuzun son ayağında şu anda Floransa'ya 23 km denilen fakat 100 km olan Hotel Delta Florence oteldeyiz. Keşke burada olabilseniz ve insanların çaresizliğini düşürdüğünüz hali bir görebilseniz. Bunu kimseye yapmamalısınız mecbur bırakmamalısınız odalarda küf ve rutubetten kokudan durulmuyor tuvalet banyo eski ve kirli zeminler çok kötü, kahvaltı tam bir fiyasko otel tam bir fiyasko burada turunuzla gelen insanların neler söylediğini bir duysanız oturduğunuz yerde utanırsınız emin olun. Bu otelin videolarını turunuzla geldiğimi bütün evraklarımla sosyal medyada her yerde paylaşacağım bu tam anlamıyla rezil Setur benim için bitmiştir. Yeter artık geldiğimiz yer kamyon tır park oteli. Bu nasıl bir saygısızlık misafirlerinize verdiğiniz değer bu mudur? Değiştirilmesini istediğimiz halde kimse ilgilenmedi 4 yıldızlı olmasının sebebi 40x40 boyutlarındaki mini buzdolabı mı acaba? Tek yıldızı bile hak etmiyor",Sercan,13 Nisan 2024 10:14,889,https://www.sikayetvar.com/setur-turizm/setur-turizm-floransadaki-otel-kabusu-rutubet-kir-ve-hayal-kirikligi,,0,[],,1
